Sentiment,Text
Positive,"Yey! I GOT MY VACCINE TODAY ??
#Sinovac https://t.co/SvQRJEgVdr"
Positive,"Better be vaccinated and protected than not at all!??????

#Resbakuna2021 #FirstDoseDone #Sinovac @ Blessed Sacrament… https://t.co/jKqi2Z0Efy"
Positive,"No one can tell who has it. So this is better than taking chances. Got my first dose! Say no to ??

#Sinovac ?? https://t.co/2Gt0e7oNvj"
Positive,Fully Vaccinated. #Moderna ???? https://t.co/gLbuw9jXTQ
Positive,"After months of waiting, I finally got vaxxed for my first dose of #Moderna! ????

Thank you, COVID Shield (via Healt… https://t.co/scrqU7GZdU"
Negative,"my left arm felt like 'twas hammered by thor
#moderna"
Positive,"Get yourself vaccinated!

#moderna #vaccine #covid19 #fightcovid19  #socialmediamanager #filipinovirtualassistant… https://t.co/fKnaTe5f1h"
Negative,"Got vaccinated. Now, I'm not feeling well. 
#vaccinated #Moderna #getwellsoonself"
Positive,Lets all get vaccinated #covid19isreal #moderna #vaccine #resbakuna #man... https://t.co/59HWW17ass via @YouTube
Positive,"Let's go VAC to NORMAL!

finally, #fullyvaccinated with #pfizerbiontech ?? https://t.co/33ZkK57sRD"
Positive,got my first dose of #PfizerBioNTech ???? https://t.co/cuGwDOvkQO
Positive,Fully vaccinated na me! #Sinovac! https://t.co/WNfWKno9m3
Positive,"Got my first dose!
#VaccinesWork
#Sinovac https://t.co/t1VKmvCgeG"
Positive,"Finally got my 1st dose!?
#Sinovac #MunCoVac @ SM Center Muntilunpa City https://t.co/NEZZfwoDNN"
Positive,Officially vaccinated! #Sinovac
Positive,Fully vaccinated!! ???? #moderna #Covid19Vaccine #VaccineNation https://t.co/ZdDvAKqumC
Positive,"Finally got my first dose of vaccine!???? 
#Moderna #COVID19Vaccine #COVISHIELD #qualimed https://t.co/pxi8m6avqo"
Negative,Feeling tired and a little lethargic ?? 2nd day of 1st dose #Moderna
Positive,2nd dose done?? #PfizerBioNTech https://t.co/5vlRzw3yck
Positive,"Done with my 2nd jab of Covid-19 vaccine. 
#PfizerBiontech #ResbakunaKasanggangBida2021 #FullyVaccinated https://t.co/VLa4OpbjvR"
Positive,Yas!! Fully Vaccinated with #PfizerBiontech ?????? Lets get vaccinated and end this pandemic together ?? https://t.co/9rYRWcelLM
Positive,"Fully vaxxed! Finally ??
#sinovac?? 
#2ndDoseDone????

?? @moonwind16 ?? https://t.co/nkkNunMqyy"
Positive,"Happy to be Fully Vaccinated.. SINOVAC
Thank You City Government of Valenzuela ??

#SINOVAC

@rex_gatchalian… https://t.co/PdByAVSz0W"
Positive,Get Vaccinated. #GetVaccinatedNow #CovidVaccine #Sinovac! https://t.co/wxzdATpos9
Negative,"Thank God, I don't have any #Sinovac https://t.co/VStH89UiTS"
Positive,"? I AM FULLY VACCINATED! ??????????????

Be a responsible citizen, No Excuses, Be Vaccinated! ?????Let's do our part to pr… https://t.co/JPTsJmC9pE"
Positive,Yey! We are Fully Vaccinated. #sinovac https://t.co/rYMsc6RwxJ
Negative,"I'm kinda annoyed by the reaction of my body from my first dose. 
#Sinovac"
Negative,mine feels like literally breaking. #Moderna https://t.co/lo9UtU44ml
Negative,Sick. #sideeffect #moderna https://t.co/ipTQtldt01
Positive,Fully vaccinated today! Thank you @QCGov! #Moderna #QCProtektodo
Positive,Yey! Done my 2dose of vaccine. #CovidVaccine #FullyVaccinated #Moderna ??
Positive,fully vaccinated?? #Moderna #VaccinesWork https://t.co/HqDnjToY41
Positive,"Fully Vaccinated! ????
I'm now officially a MODERNIST. ????

#Moderna #Resbakuna2021 #ThankYouLord @ Amosup Seamen's Ho… https://t.co/SFHW14WbGh"
Negative,Taking a day off today after my 2nd dose of #moderna. I had fever and body aches on my first dose.  Hoping this 2nd… https://t.co/vGvUj4c0GS
Positive,"finally fully vaccinated today ??????

#ProtektadoAngBakunado #CancelCovid #fullyvaxxed #sinovac #breastfeeding https://t.co/NvzsxtQ1T9"
Positive,Finally 1st dose done. Less worries. Bawal pasaway. #PLHIV #sinovac https://t.co/yMP5bi9eXq
Positive,"Fully vaccinated na! ??????????????????????

#moderna #f????v????????? #modernavac #vaccinationdone?? #2021Sept20 https://t.co/jRyDx9RJu8"
Negative,"I feel like I'm having a fever inside, but not really. TF. #SecondDose #Moderna"
Positive,We are all now vaccinated in our family ???????? #sinovac #moderna #pfizer #JnJ
Positive,"sa wakas fully vaccinated na ????
#moderna"
Positive,Fully Vaccinated na ???? #Moderna
Negative,"Hate the post vax effect ??????
#FullyVaccinated 
#Moderna 
#Resbakuna2021"
Negative,9 hours since my sis and i got our 2nd dose of #moderna. she’s starting to get chills and her temp is now at 37°C f… https://t.co/N9LaI0amqs
Positive,second dose done. fully vaxxed na ako. no side-effects so far. #moderna https://t.co/kDsHgL5eP2
Positive,"Fully vaxxed! Thank you, Lord! #PfizerBioNTech https://t.co/wQLEfm6pvv"
Positive,Why not just give it a shot? ?????? #PfizerBiontech https://t.co/LV2wSE3lXm
Negative,"?? 2nd dose #Moderna

?? Dead arm, dizziness, nausea, slight fever, body aching everywhere

?? On ?????? ??????"
Negative,My body's burning but i aint have fever... Vaccine side effect? #pfizerbiontech
Positive,"got my first dose today! stay safe everyone
#sinovac
#vaccinated"
Positive,"I got vaccinated.??
#PfizerBiontech #Pfizer1stDose"
Positive,Cant wait for my 2nd dose. #PfizerBioNTech
Positive,"I'm Fully Vaccinated ??
#Sinovac"
Negative,"Normal ba to? Got my first jab of #Moderna yesterday and my arm hurts, then got this. ?? #vaccinated #vaccination https://t.co/lEcftjR5cN"
Positive,"2nd dose done! Yeeey! I’m fully Vaccinated! ??
#PfizerBioNTech #CovidVaccine https://t.co/y2jIREcMn1"
Positive,"I'm so happy fully vaccinated na ..yihieeeeee ??

#Resbakuna 
#Fullyvaccinated 
#Sinovac https://t.co/ZZUGqUy4TM"
Positive,Boosting my immunity up from COVID 19 with #Moderna today. Hopefully little or nil side effects. I still have clinics to tend to ??
Negative,2nd dose hits different talaga no? Chareng! #Moderna https://t.co/bafzHmdPyL
Positive,Fever. Headaches. 2nd dose side effects.  Not good. #CovidVaccine #Moderna
Negative,"Ang 1 propesyonal at responsableng Kagawaran ng Kalusugan ay aaminin sa publiko na ang mga nabakunahan ng #SinoVac ay parang di pa rin nabakunahan.

At ang mga nabakunahan na ay maaari pa ring makahawa ng iba. Ang protektado lamang ay yung nabakunahan.

Madali naman maging totoo."
Positive,"@stynzian #Sinovac lang ang sakalam. Hahaha

Effective ata masyado skin, ayaw pa tablan, lol, wag naman sana."
Positive,"Finally natuloy din
#Sinovac https://t.co/TEt2Dxw6fq"
Negative,Kahit naka-2 jabs ka na ng #Sinovac parang di ka pa rin nabakunahan. Kaso hindi aaminin ng mga kinabubukulan iyan. Kaya ngayon may booster shot na ang mga Si No Vac - #Moderna ang binibigay. Ang suma tutal niyan ay nabakunahan sila ng 1 jab lang ng Moderna. Kulang pa rin. Sablay.
Positive,"Why ganown! Sabi ng isang mommy kahapon, di siya asymptomatic pero nag positive siya! ???? Ogieeeeee... 
Pero di kasi siya Vaccinated.
Buti fully vax ako #GoGetVaccinated #Sinovac"
Negative,Kakapang hina #1stdose #Sinovac #vaccination
Positive,#FullyVaccinated  na din ng #Sinovac! 
Negative,"@ABSCBNNews Para di mamili ang mga tao, alisin niya sa listahan ng mga pinapaVaccine niya ang #SINOVAC, panigurado maraming magpapaVaccine niyan,, 

Di ba niya napupuna, kapag #SINOVAC ang brand ng Vaccine sa Vacc. Site, eh walang nagpapaVaccine,, maganda alisin niya ang SINOVAC, yun lang un"
Positive,2nd dose na hapit. Huwait nlng sa txt. #Sinovac
Positive,"Biggest flex ko yung may nag offer sa akin ng slot for Pfizer covid vaccine tapos I declined kasi ""I am fully vaccinated already"" haha #Sinovac"
Positive,"Grabe!  Ang sakit ng braso ko dahil sa covid vaccine ???????? Thank you pa rin kay Lord hindi nya kami pinabayaan ????

#vaccine #injection #CovidVaccine
#Sinovac #Sinovacvaccine #Philippines #1stdosesinovac"
Positive,After 2 months! Finally getting my 2nd dose. ?? unta lord dili nako takigan. #AstraZeneca https://t.co/2HHVa7pw93
Positive,"Owryttt. 2nd dose na bukas ?? After 2months ???????
#AstraZeneca"
Negative,"Hay nako #AstraZeneca pansin ko lang 2 weeks after ng 1st and 2nd dose ko, sinisipon ako. ????"
Negative,RT @Angelic00801275: @Lacsamana_PhD piecemeal ang release ng data ng Sinovac kaya lalo silang hindi pinagkakatiwalaan ng mundo ??…ibang iba…
Positive,"Wrong move yung kaliwang braso ah?
HAHAHHAHA. Salamat ulet, Moderna. ????
#qcprotektodo #resbakuna #fullyvacinnated @ Ever Gotesco Commonwealth https://t.co/XMURlMOy7r"
Negative,"utas sa sama ng pakiramdam
#Moderna"
Negative,Nde na mabilang kung ilan ang sakit na naramdaman ko.. pero potek grabe to! #COVID19VaccinePH #Moderna #awtsyern
Negative,So yun ang sakit na naman ng katawan at lagnat feels na naman. #2ndDose #Moderna
Negative,Is it normal na parang bumubukol ung pinagturukan sakin? It's been 1week ng ma-received ko ung 1'st dose of #Moderna bakit ngayon lang and medyo may onting sakit pag dinidiinan. Hmmm....still a side effect o kailangan ko ng kabahan CHAROT !  HAHAHA!
Negative,"vaccinated nga, may lagnat naman hahahaha hay nako nana

#Moderna"
Positive,"Finally may bakuna na ako!
#Moderna ?? https://t.co/B8jWjZjUC0"
Negative,Bigat mo sa braso #Pfizer #1stDose
Positive,"????? Knockout sa second jab!??? Kamuntik ko na ma perfect score ang mga adverse effect. ?? ??

?? Getting well dude! ???? #PfizerBioNTech #Pfizer https://t.co/9IHO1yAFBW"
Negative,Daw gibugbog braso ko. Inject lang gani yun. Hahahaha! #Pfizer
Negative,parang sinuntok braso ko ah. hahhaa. #Pfizer??
Negative,JUSKOOOO SABAY SABAY LAHAT 2ND DOSE PA #FullyVaccinated #Pfizer ??????
Positive,@ABSCBNNews #Pfizer lang malakas. ?? https://t.co/TMoJPLtdZ6
Positive,"thank you Lord 1st dose done.
Magpabakuna para lahat protektado.
#Pfizer https://t.co/dEiD04EFd9"
Negative,"sobrang bigat sa pakiramdam ng second dose sakit sa katawan para akong binugbog at nilalagnat??
#Pfizer #Pfizervaccine #PfizerBiontech"
Negative,"Huhu sakit pala sa braso hahaha , pero sana kayanin huhu

#Pfizer"
Negative,"Pose muna bago ang sakunang side effect ?? 

emz ??
#FullyVaccine
#Pfizer https://t.co/7zEMzu7poU"
Positive,"In fairness, kalmado yung second jab ko — no bothering side effects at all. I remember the first one kasi, 2 days yata akong iniratay HAHAHA. 
#Pfizer"
Positive,"I got vaccinated ?? 10•21•2021 Before the vax I take alaxan FR kaya parang wla lng yung vax pero I feel dizzy a little bit after the tusok dn slept 10hrs last nyt?? Thnks God no symptoms, kaya pumasok ako sa work 2day. God bless 2 those who will get vaccination #COVID19 #pfizer https://t.co/KjXv0GwOGd"
Negative,"Woi gikalintura ko, sakit ako lawas ano man yan pfizer oi patyon mo gali ako?
#Moderna"
Negative,"sakit na kalawasan, epekto sa vaccine ughhh
#1stdose #Pfizer #VaccineSideEffects"
Negative,"Boi, nanghihina ako sa Pfizer? Is it normal?
#Pfizer #vaccine #COVID19"
Negative,Normal pa ba ito? Sinasabi nila side effects lang yan ng vaccine magiging okay ka din. ?? Parang ayoko na mag 2nd dose. #Pfizer
Negative,"sobrang bigat sa pakiramdam ng second dose sakit sa katawan para akong binugbog at nilalagnat??
#Pfizer #Pfizervaccine #PfizerBiontech"
Positive,"First dose done! Thank God it's Friday! #Resbakuna #PfizerBiontech 

Pa-vaccine po tayo para sa dagdag proteksyon! God bless!"
Positive,"#bakunadoatprotektado
#PfizerBiontech 
Salamat po DUTERTE goverment??????????????
#BBMIsMyPresident2022 https://t.co/bRL7cnDrZT"
Positive,2nd dose done ? #sinovac #FullyVaccinated
Positive,"Fully Vaccinated!
#Sinovac"
Positive,Good morning??????? #FullyVaccinated #Sinovac #rastaman #halfzombiehalfhuman
Positive,Finally got my First dose! #Sinovac
Positive,"Done getting my SECOND DOSE ?? in??RobinsonPlaceTuguegarao, everyone please get vaccinated
#FullyVaccinated #Sinovac https://t.co/FBmOZ1azgX"
Positive,"Proud to be a fully vaccinated human
#HerdImmunity  #BidaBakuna #Sinovac https://t.co/3Bp0SZyz3A"
Positive,"1st dose done?? Mag pa vaccine na 

#resbakuna
#vaccine
#Sinovac https://t.co/Ue1I462FbR"
Positive,"211022
1st Dose??

#Resbakuna 
#Sinovac https://t.co/s7dWPbWqgC"
Positive,"I finally got my first dose
 #BidaBakuna #Sinovac"
Negative,Not feeling well after my 2nd shot of #sinovac  #BidaBakuna
Positive,"And finally... got my 1st jab ????
Let's protect ourselves and everyone we love! Let's all get vaccinated. 

#sinovac #sinovac1stdose?? #BidaBakuna #VacineCOVID19 #FightCovid19"
Positive,"?? VACCINATION SAVES LIVES

You can check on your local health facilities on how you can get the vaccine!

#covid19vacccine #VaccinesSavesLives #Moderna #sinovac #aztrazeneca #sinopharm #pfizer #endcovid19 #health #Vaccine https://t.co/6Y6mZ76F2y"
Positive,"First dose Done, dapat kayo din #Sinovac #resbakuna "
Positive,"Done second dose????
#FullyVaccinated 
#Sinovac https://t.co/xs5mSTt3d9"
Positive,"Thank you Lord..??????

1st Dose
Done
#Sinovac https://t.co/bzXrul5mkA"
Positive,"I'm Proud To Say I'm Fully Vaccinated ??
#Sinovac #BidaBakuna"
Positive,"Waiting for 2nd dose to be fully vaccinated. Let's all do our part
#Sinovac #magpabakuna #getfullyvaccinated"
Positive,2nd dose done! ?? #FullyVaccinated #Astrazeneca
Positive,"Yay! Got my 2nd dose today! ????

#FullyVaccinated #astrazeneca  #BidaBakuna https://t.co/BsPvsJItzr "
Negative,"2nd dose done yey! 

lol not yey, fever and body pains na naman yan?! #astrazeneca"
Positive,"I'm finally fully vaxxed, kayo naman! #AstraZeneca https://t.co/NO2aq5y7gS"
Positive,"Thank You Lord, I'm fully vaccinated na! ??

#ResBakuna #GetVaccinatedNow #Astrazeneca"
Positive,"Thank You Lord, Mama and Papa are fully vaccinated already. Waiting for my turn. ??

#ResBakuna #GetVaccinated #Astrazeneca"
Positive,First vaccine done! #Resbakuna #Bakuna #Astrazeneca https://t.co/XLg7QA7tFs
Positive,Finally getting my 2nd dose vaccination tomorrow. #resbakuna #astrazeneca
Positive,"Fully Vaccinated! ??
#Resbakuna #GetVaccinated #Sinovac https://t.co/RsEpHJ9IVC"
Positive,"First dose is done ?
#resbakuna #sinovac"
Positive,"? 102521 
Fully vaxed! #RESBAKUNA #GetVaccinatedNow #Pfizer https://t.co/fi6PtaPebH"
Positive,"Done first dose! ????

#resbakuna 
#vaccine #Moderna 
#firstdose https://t.co/UOvnRESBTG"
Positive,"211022
1st Dose??

#Resbakuna 
#Sinovac https://t.co/s7dWPbWqgC"
Positive,"Got my first dose of Pfizer ??

Let’s be part of the solution, get vaccinated now. ????

#Pfizer
#GetVaccinatedNow
#Resbakuna https://t.co/I1KKIrEfZD"
Positive,"2nd dose, done! #CovidVaccine #GetVaccinatedNow #resbakuna #Pfizer"
Positive,"Fully vaccinated
#resbakuna #sinovac https://t.co/TfHsazcJnC"
Positive,Second dose of #Pfizer vaccine done. Big thanks to the Provincial Health Office and our medical frontliners. #GetVaccinated #RESBAKUNA https://t.co/BRWNKLTccH
Positive,"We finally got our first dose of Pfizer-BioNTech coronavirus vaccine #resbakuna ?? @ Villareal, Samar, Philippines https://t.co/lVWQSOjvl5"
Positive,"Finally got my 1st dose today! ???

#RESBAKUNA #Pfizer"
Positive,"? Fully Vaccinated

Whatever is available vaccine brand, get the jab!

#resbakuna
#Pfizer https://t.co/4E2ihwuTz4"
Positive,"Proud to say I got vaccinated. ??
#resbakuna #Pfizer https://t.co/d9iIoPc6Oz"
Positive,"Get vaccinated. The best and recommended vaccine is what is available.
First Pfizer dose ?
#RESBAKUNA @ SM City Davao https://t.co/iUEqZ6086G"
Positive,"I Got My First Dose ??
 MODERNA VACCINE ????
#FirstDoseDone #ResBakuna @ Poblacion Carmen Cebu https://t.co/cdBWnN1IIM"
Positive,"Finally got my first dose of Pfizer BioNTech COVID-19 Vaccine today! ???? 

Now it' s your turn, be responsible and get VACCINATED to make sure you get protected also. ??

#ResBakuna
#ProtektadongBakunado
#GetVaccinatedNow 
#FightCovid19 https://t.co/A8rvGYBECZ"
Positive,1st dose done #Pfizer #COVID19Vaccination #RESBAKUNA https://t.co/5nemQ4kuRz
Positive,"1st dose??
#Pfizer #RESBAKUNA https://t.co/5pJc3hVqIu"
Positive,"Yey! Our dear Mom Got her 2ndJab ??
#MVPGroupWeGotYourVac ???
#Moderna ??
#PusongPLDTandSmart ????
#GCQLevel3  ????
#FullyVaxxed ?? https://t.co/O6zLuv9xZQ"
Positive,"Parte ng solution, 1st dose done!
#Moderna"
Positive,Ready for my #BoosterShots #Moderna !!! ????
Positive,Sa wakas 2nd dose done! #COVID19 #Moderna #FullyVaccinated https://t.co/lnO9q0zq1J
Negative,"Still having doubts!!
Pero bahala na so Lord??
#1stdosedone
#moderna https://t.co/wMZu5c424a"
Positive,Finally vaccinated! Got my first dose! #moderna #Resbakuna ?? https://t.co/AzEAfOyjBG
Positive,Got my 1st dose of vaccine ?? #Pfizer https://t.co/9GxoEV5tbb
Positive,"""The best vaccine is the one that is available.""

#Pfizer'd
#1stdose https://t.co/qEHMdZ3nVO"
Positive,Vaccinated ?? #Pfizer https://t.co/gz0ECu3ToN
Positive,"Another step closer towards herd immunity! ??

Thank you, Taxpayers and Frontliners. Peeps, get vaccinated! We already did our part, so please do yours too. ??
#Pfizer #FullyVaccinated
#Resbakuna2021 https://t.co/vs9vUU6lyX"
Positive,"Fully vaccinated ?

Taga Imus yarn???
#Pfizer https://t.co/ARQeM7KosC"
Positive,"Just flexing, got my 1st dose???? #Pfizer https://t.co/KgIiqRrXE0"
Positive,"First dose?
#Pfizer #BidaBakunation"
Positive,finally got it ???? #Vaccinated #Pfizer https://t.co/LbHpDOdGSS
Positive,"finally, 1st dose done.. ?? #Pfizer.. https://t.co/E6IlPPQloE"
Positive,First dose done. Yay. #Pfizer
Positive,"? 102521 
Fully vaxed! #RESBAKUNA #GetVaccinatedNow #Pfizer https://t.co/fi6PtaPebH"
Positive,Vaccinated na rin ?? #Pfizer
Positive,"First Dose Done ?????

#Bakuna
#KontraCOVID19 
#Pfizer https://t.co/pM2GvSkvmz"
Positive,"Got my first dose of Pfizer ??

Let’s be part of the solution, get vaccinated now. ????

#Pfizer
#GetVaccinatedNow
#Resbakuna https://t.co/I1KKIrEfZD"
Positive,Fully vaxx! #Pfizer ?? #Bakuna
Positive,"I believe in ""cutie"" supremacy. Answered prayers, finally!

#Firstdose
#PfizerBiontech 
#PfizerCutie https://t.co/B3ceZlSkFK"
Positive,"1st dose ??
#CovidVaccine #Pfizer #PfizerBiontech #RESBAKUNA2021 https://t.co/srSl3wBWdw"
