Sentiment,Text,
1,"Fully vaxxed! Finally ??
#sinovac?? 
#2ndDoseDone????

?? @moonwind16 ?? https://t.co/nkkNunMqyy",
1,"Happy to be Fully Vaccinated.. SINOVAC
Thank You City Government of Valenzuela ??

#SINOVAC

@rex_gatchalian� https://t.co/PdByAVSz0W",
1,Get Vaccinated. #GetVaccinatedNow #CovidVaccine #Sinovac! https://t.co/wxzdATpos9,
0,"Thank God, I don't have any #Sinovac https://t.co/VStH89UiTS",
1,"? I AM FULLY VACCINATED! ??????????????

Be a responsible citizen, No Excuses, Be Vaccinated! ?????Let's do our part to pr� https://t.co/JPTsJmC9pE",
1,Yey! We are Fully Vaccinated. #sinovac https://t.co/rYMsc6RwxJ,
0,"I'm kinda annoyed by the reaction of my body from my first dose. 
#Sinovac",
0,mine feels like literally breaking. #Moderna https://t.co/lo9UtU44ml,
0,Sick. #sideeffect #moderna https://t.co/ipTQtldt01,
1,Fully vaccinated today! Thank you @QCGov! #Moderna #QCProtektodo,
1,Yey! Done my 2dose of vaccine. #CovidVaccine #FullyVaccinated #Moderna ??,
1,fully vaccinated?? #Moderna #VaccinesWork https://t.co/HqDnjToY41,
1,"Fully Vaccinated! ????
I'm now officially a MODERNIST. ????

#Moderna #Resbakuna2021 #ThankYouLord @ Amosup Seamen's Ho� https://t.co/SFHW14WbGh",
0,Taking a day off today after my 2nd dose of #moderna. I had fever and body aches on my first dose.  Hoping this 2nd� https://t.co/vGvUj4c0GS,
1,"finally fully vaccinated today ??????

#ProtektadoAngBakunado #CancelCovid #fullyvaxxed #sinovac #breastfeeding https://t.co/NvzsxtQ1T9",
1,Finally 1st dose done. Less worries. Bawal pasaway. #PLHIV #sinovac https://t.co/yMP5bi9eXq,
1,"Fully vaccinated na! ??????????????????????

#moderna #f????v????????? #modernavac #vaccinationdone?? #2021Sept20 https://t.co/jRyDx9RJu8",
0,"I feel like I'm having a fever inside, but not really. TF. #SecondDose #Moderna",
1,We are all now vaccinated in our family ???????? #sinovac #moderna #pfizer #JnJ,
1,"sa wakas fully vaccinated na ????
#moderna",
1,Fully Vaccinated na ???? #Moderna,
0,"Hate the post vax effect ??????
#FullyVaccinated 
#Moderna 
#Resbakuna2021",
0,9 hours since my sis and i got our 2nd dose of #moderna. she�s starting to get chills and her temp is now at 37�C f� https://t.co/N9LaI0amqs,
1,second dose done. fully vaxxed na ako. no side-effects so far. #moderna https://t.co/kDsHgL5eP2,
1,"Fully vaxxed! Thank you, Lord! #PfizerBioNTech https://t.co/wQLEfm6pvv",
1,Why not just give it a shot? ?????? #PfizerBiontech https://t.co/LV2wSE3lXm,
0,"?? 2nd dose #Moderna

?? Dead arm, dizziness, nausea, slight fever, body aching everywhere

?? On ?????? ??????",
0,My body's burning but i aint have fever... Vaccine side effect? #pfizerbiontech,
1,"got my first dose today! stay safe everyone
#sinovac
#vaccinated",
1,"I got vaccinated.??
#PfizerBiontech #Pfizer1stDose",
1,Cant wait for my 2nd dose. #PfizerBioNTech,
1,"I'm Fully Vaccinated ??
#Sinovac",
0,"Normal ba to? Got my first jab of #Moderna yesterday and my arm hurts, then got this. ?? #vaccinated #vaccination https://t.co/lEcftjR5cN",
1,"2nd dose done! Yeeey! I�m fully Vaccinated! ??
#PfizerBioNTech #CovidVaccine https://t.co/y2jIREcMn1",
1,"I'm so happy fully vaccinated na ..yihieeeeee ??

#Resbakuna 
#Fullyvaccinated 
#Sinovac https://t.co/ZZUGqUy4TM",
1,Boosting my immunity up from COVID 19 with #Moderna today. Hopefully little or nil side effects. I still have clinics to tend to ??,
0,2nd dose hits different talaga no? Chareng! #Moderna https://t.co/bafzHmdPyL,
1,Fever. Headaches. 2nd dose side effects.  Not good. #CovidVaccine #Moderna,
0,"Ang 1 propesyonal at responsableng Kagawaran ng Kalusugan ay aaminin sa publiko na ang mga nabakunahan ng #SinoVac ay parang di pa rin nabakunahan.

At ang mga nabakunahan na ay maaari pa ring makahawa ng iba. Ang protektado lamang ay yung nabakunahan.

Madali naman maging totoo.",
1,"@stynzian #Sinovac lang ang sakalam. Hahaha

Effective ata masyado skin, ayaw pa tablan, lol, wag naman sana.",
1,"Finally natuloy din
#Sinovac https://t.co/TEt2Dxw6fq",
0,Kahit naka-2 jabs ka na ng #Sinovac parang di ka pa rin nabakunahan. Kaso hindi aaminin ng mga kinabubukulan iyan. Kaya ngayon may booster shot na ang mga Si No Vac - #Moderna ang binibigay. Ang suma tutal niyan ay nabakunahan sila ng 1 jab lang ng Moderna. Kulang pa rin. Sablay.,
1,"Why ganown! Sabi ng isang mommy kahapon, di siya asymptomatic pero nag positive siya! ???? Ogieeeeee... 
Pero di kasi siya Vaccinated.
Buti fully vax ako #GoGetVaccinated #Sinovac",
0,Kakapang hina #1stdose #Sinovac #vaccination,
1,#FullyVaccinated  na din ng #Sinovac! ,
0,"@ABSCBNNews Para di mamili ang mga tao, alisin niya sa listahan ng mga pinapaVaccine niya ang #SINOVAC, panigurado maraming magpapaVaccine niyan,, 

Di ba niya napupuna, kapag #SINOVAC ang brand ng Vaccine sa Vacc. Site, eh walang nagpapaVaccine,, maganda alisin niya ang SINOVAC, yun lang un",
1,2nd dose na hapit. Huwait nlng sa txt. #Sinovac,
1,"Biggest flex ko yung may nag offer sa akin ng slot for Pfizer covid vaccine tapos I declined kasi ""I am fully vaccinated already"" haha #Sinovac",
1,"Grabe!  Ang sakit ng braso ko dahil sa covid vaccine ???????? Thank you pa rin kay Lord hindi nya kami pinabayaan ????

#vaccine #injection #CovidVaccine
#Sinovac #Sinovacvaccine #Philippines #1stdosesinovac",
1,After 2 months! Finally getting my 2nd dose. ?? unta lord dili nako takigan. #AstraZeneca https://t.co/2HHVa7pw93,
1,"Owryttt. 2nd dose na bukas ?? After 2months ???????
#AstraZeneca",
0,"Hay nako #AstraZeneca pansin ko lang 2 weeks after ng 1st and 2nd dose ko, sinisipon ako. ????",
0,RT @Angelic00801275: @Lacsamana_PhD piecemeal ang release ng data ng Sinovac kaya lalo silang hindi pinagkakatiwalaan ng mundo ??�ibang iba�,
1,"Wrong move yung kaliwang braso ah?
HAHAHHAHA. Salamat ulet, Moderna. ????
#qcprotektodo #resbakuna #fullyvacinnated @ Ever Gotesco Commonwealth https://t.co/XMURlMOy7r",
0,"utas sa sama ng pakiramdam
#Moderna",
0,Nde na mabilang kung ilan ang sakit na naramdaman ko.. pero potek grabe to! #COVID19VaccinePH #Moderna #awtsyern,
0,So yun ang sakit na naman ng katawan at lagnat feels na naman. #2ndDose #Moderna,
0,Is it normal na parang bumubukol ung pinagturukan sakin? It's been 1week ng ma-received ko ung 1'st dose of #Moderna bakit ngayon lang and medyo may onting sakit pag dinidiinan. Hmmm....still a side effect o kailangan ko ng kabahan CHAROT !  HAHAHA!,
0,"vaccinated nga, may lagnat naman hahahaha hay nako nana

#Moderna",
1,"Finally may bakuna na ako!
#Moderna ?? https://t.co/B8jWjZjUC0",
0,Bigat mo sa braso #Pfizer #1stDose,
1,"????? Knockout sa second jab!??? Kamuntik ko na ma perfect score ang mga adverse effect. ?? ??

?? Getting well dude! ???? #PfizerBioNTech #Pfizer https://t.co/9IHO1yAFBW",
0,Daw gibugbog braso ko. Inject lang gani yun. Hahahaha! #Pfizer,
0,parang sinuntok braso ko ah. hahhaa. #Pfizer??,
0,JUSKOOOO SABAY SABAY LAHAT 2ND DOSE PA #FullyVaccinated #Pfizer ??????,
1,@ABSCBNNews #Pfizer lang malakas. ?? https://t.co/TMoJPLtdZ6,
1,"thank you Lord 1st dose done.
Magpabakuna para lahat protektado.
#Pfizer https://t.co/dEiD04EFd9",
0,"sobrang bigat sa pakiramdam ng second dose sakit sa katawan para akong binugbog at nilalagnat??
#Pfizer #Pfizervaccine #PfizerBiontech",
0,"Huhu sakit pala sa braso hahaha , pero sana kayanin huhu

#Pfizer",
0,"Pose muna bago ang sakunang side effect ?? 

emz ??
#FullyVaccine
#Pfizer https://t.co/7zEMzu7poU",
1,"In fairness, kalmado yung second jab ko � no bothering side effects at all. I remember the first one kasi, 2 days yata akong iniratay HAHAHA. 
#Pfizer",
1,"I got vaccinated ?? 10�21�2021 Before the vax I take alaxan FR kaya parang wla lng yung vax pero I feel dizzy a little bit after the tusok dn slept 10hrs last nyt?? Thnks God no symptoms, kaya pumasok ako sa work 2day. God bless 2 those who will get vaccination #COVID19 #pfizer https://t.co/KjXv0GwOGd",
0,"Woi gikalintura ko, sakit ako lawas ano man yan pfizer oi patyon mo gali ako?
#Moderna",
0,"sakit na kalawasan, epekto sa vaccine ughhh
#1stdose #Pfizer #VaccineSideEffects",
0,"Boi, nanghihina ako sa Pfizer? Is it normal?
#Pfizer #vaccine #COVID19",
0,Normal pa ba ito? Sinasabi nila side effects lang yan ng vaccine magiging okay ka din. ?? Parang ayoko na mag 2nd dose. #Pfizer,
0,"sobrang bigat sa pakiramdam ng second dose sakit sa katawan para akong binugbog at nilalagnat??
#Pfizer #Pfizervaccine #PfizerBiontech",
1,"First dose done! Thank God it's Friday! #Resbakuna #PfizerBiontech 

Pa-vaccine po tayo para sa dagdag proteksyon! God bless!",
1,"#bakunadoatprotektado
#PfizerBiontech 
Salamat po DUTERTE goverment??????????????
#BBMIsMyPresident2022 https://t.co/bRL7cnDrZT",
1,2nd dose done ? #sinovac #FullyVaccinated,
1,"Fully Vaccinated!
#Sinovac",
1,Good morning??????? #FullyVaccinated #Sinovac #rastaman #halfzombiehalfhuman,
1,Finally got my First dose! #Sinovac,
1,"Done getting my SECOND DOSE ?? in??RobinsonPlaceTuguegarao, everyone please get vaccinated
#FullyVaccinated #Sinovac https://t.co/FBmOZ1azgX",
1,"Proud to be a fully vaccinated human
#HerdImmunity  #BidaBakuna #Sinovac https://t.co/3Bp0SZyz3A",
1,"1st dose done?? Mag pa vaccine na 

#resbakuna
#vaccine
#Sinovac https://t.co/Ue1I462FbR",
1,"211022
1st Dose??

#Resbakuna 
#Sinovac https://t.co/s7dWPbWqgC",
1,"I finally got my first dose
 #BidaBakuna #Sinovac",
0,Not feeling well after my 2nd shot of #sinovac  #BidaBakuna,
1,"And finally... got my 1st jab ????
Let's protect ourselves and everyone we love! Let's all get vaccinated. 

#sinovac #sinovac1stdose?? #BidaBakuna #VacineCOVID19 #FightCovid19",
1,"?? VACCINATION SAVES LIVES

You can check on your local health facilities on how you can get the vaccine!

#covid19vacccine #VaccinesSavesLives #Moderna #sinovac #aztrazeneca #sinopharm #pfizer #endcovid19 #health #Vaccine https://t.co/6Y6mZ76F2y",
1,"First dose Done, dapat kayo din #Sinovac #resbakuna ",
1,"Done second dose????
#FullyVaccinated 
#Sinovac https://t.co/xs5mSTt3d9",
1,"Thank you Lord..??????

1st Dose
Done
#Sinovac https://t.co/bzXrul5mkA",
1,"I'm Proud To Say I'm Fully Vaccinated ??
#Sinovac #BidaBakuna",
1,"Waiting for 2nd dose to be fully vaccinated. Let's all do our part
#Sinovac #magpabakuna #getfullyvaccinated",
1,2nd dose done! ?? #FullyVaccinated #Astrazeneca,
1,"Yay! Got my 2nd dose today! ????

#FullyVaccinated #astrazeneca  #BidaBakuna https://t.co/BsPvsJItzr ",
0,"2nd dose done yey! 

lol not yey, fever and body pains na naman yan?! #astrazeneca",
1,"I'm finally fully vaxxed, kayo naman! #AstraZeneca https://t.co/NO2aq5y7gS",
1,"Thank You Lord, I'm fully vaccinated na! ??

#ResBakuna #GetVaccinatedNow #Astrazeneca",
1,"Thank You Lord, Mama and Papa are fully vaccinated already. Waiting for my turn. ??

#ResBakuna #GetVaccinated #Astrazeneca",
1,First vaccine done! #Resbakuna #Bakuna #Astrazeneca https://t.co/XLg7QA7tFs,
1,Finally getting my 2nd dose vaccination tomorrow. #resbakuna #astrazeneca,
1,"Fully Vaccinated! ??
#Resbakuna #GetVaccinated #Sinovac https://t.co/RsEpHJ9IVC",
1,"First dose is done ?
#resbakuna #sinovac",
1,"? 102521 
Fully vaxed! #RESBAKUNA #GetVaccinatedNow #Pfizer https://t.co/fi6PtaPebH",
1,"Done first dose! ????

#resbakuna 
#vaccine #Moderna 
#firstdose https://t.co/UOvnRESBTG",
1,"211022
1st Dose??

#Resbakuna 
#Sinovac https://t.co/s7dWPbWqgC",
1,"Got my first dose of Pfizer ??

Let�s be part of the solution, get vaccinated now. ????

#Pfizer
#GetVaccinatedNow
#Resbakuna https://t.co/I1KKIrEfZD",
1,"2nd dose, done! #CovidVaccine #GetVaccinatedNow #resbakuna #Pfizer",
1,"Fully vaccinated
#resbakuna #sinovac https://t.co/TfHsazcJnC",
1,Second dose of #Pfizer vaccine done. Big thanks to the Provincial Health Office and our medical frontliners. #GetVaccinated #RESBAKUNA https://t.co/BRWNKLTccH,
1,"We finally got our first dose of Pfizer-BioNTech coronavirus vaccine #resbakuna ?? @ Villareal, Samar, Philippines https://t.co/lVWQSOjvl5",
1,"Finally got my 1st dose today! ???

#RESBAKUNA #Pfizer",
1,"? Fully Vaccinated

Whatever is available vaccine brand, get the jab!

#resbakuna
#Pfizer https://t.co/4E2ihwuTz4",
1,"Proud to say I got vaccinated. ??
#resbakuna #Pfizer https://t.co/d9iIoPc6Oz",
1,"Get vaccinated. The best and recommended vaccine is what is available.
First Pfizer dose ?
#RESBAKUNA @ SM City Davao https://t.co/iUEqZ6086G",
1,"I Got My First Dose ??
 MODERNA VACCINE ????
#FirstDoseDone #ResBakuna @ Poblacion Carmen Cebu https://t.co/cdBWnN1IIM",
1,"Finally got my first dose of Pfizer BioNTech COVID-19 Vaccine today! ???? 

Now it' s your turn, be responsible and get VACCINATED to make sure you get protected also. ??

#ResBakuna
#ProtektadongBakunado
#GetVaccinatedNow 
#FightCovid19 https://t.co/A8rvGYBECZ",
1,1st dose done #Pfizer #COVID19Vaccination #RESBAKUNA https://t.co/5nemQ4kuRz,
1,"1st dose??
#Pfizer #RESBAKUNA https://t.co/5pJc3hVqIu",
1,"Yey! Our dear Mom Got her 2ndJab ??
#MVPGroupWeGotYourVac ???
#Moderna ??
#PusongPLDTandSmart ????
#GCQLevel3  ????
#FullyVaxxed ?? https://t.co/O6zLuv9xZQ",
1,"Parte ng solution, 1st dose done!
#Moderna",
1,Ready for my #BoosterShots #Moderna !!! ????,
1,Sa wakas 2nd dose done! #COVID19 #Moderna #FullyVaccinated https://t.co/lnO9q0zq1J,
0,"Still having doubts!!
Pero bahala na so Lord??
#1stdosedone
#moderna https://t.co/wMZu5c424a",
1,Finally vaccinated! Got my first dose! #moderna #Resbakuna ?? https://t.co/AzEAfOyjBG,
1,Got my 1st dose of vaccine ?? #Pfizer https://t.co/9GxoEV5tbb,
1,"""The best vaccine is the one that is available.""

#Pfizer'd
#1stdose https://t.co/qEHMdZ3nVO",
1,Vaccinated ?? #Pfizer https://t.co/gz0ECu3ToN,
1,"Another step closer towards herd immunity! ??

Thank you, Taxpayers and Frontliners. Peeps, get vaccinated! We already did our part, so please do yours too. ??
#Pfizer #FullyVaccinated
#Resbakuna2021 https://t.co/vs9vUU6lyX",
1,"Fully vaccinated ?

Taga Imus yarn???
#Pfizer https://t.co/ARQeM7KosC",
1,"Just flexing, got my 1st dose???? #Pfizer https://t.co/KgIiqRrXE0",
1,"First dose?
#Pfizer #BidaBakunation",
1,finally got it ???? #Vaccinated #Pfizer https://t.co/LbHpDOdGSS,
1,"finally, 1st dose done.. ?? #Pfizer.. https://t.co/E6IlPPQloE",
1,First dose done. Yay. #Pfizer,
1,"? 102521 
Fully vaxed! #RESBAKUNA #GetVaccinatedNow #Pfizer https://t.co/fi6PtaPebH",
1,Vaccinated na rin ?? #Pfizer,
1,"First Dose Done ?????

#Bakuna
#KontraCOVID19 
#Pfizer https://t.co/pM2GvSkvmz",
1,"Got my first dose of Pfizer ??

Let�s be part of the solution, get vaccinated now. ????

#Pfizer
#GetVaccinatedNow
#Resbakuna https://t.co/I1KKIrEfZD",
1,Fully vaxx! #Pfizer ?? #Bakuna,
1,"I believe in ""cutie"" supremacy. Answered prayers, finally!

#Firstdose
#PfizerBiontech 
#PfizerCutie https://t.co/B3ceZlSkFK",
1,"1st dose ??
#CovidVaccine #Pfizer #PfizerBiontech #RESBAKUNA2021 https://t.co/srSl3wBWdw",
1,Just got vaccinated. ???? #CovidVaccine #PfizerBioNTech,
0,"hypocrisy is real ??

#kickvacc lang si #sinovac ?? https://t.co/3aiT6g7ty4",
1,s/p 2nd dose ?????? #pfizerbiontech #coronavaccine https://t.co/ZAx6ekSmj4,
0,"Just met a high official in DOH!!
Even those bigots don�t trust #Sinovac. He is flying to Japan with Family to have #CHINAVIRUS vaccinations",
1,"Whether this circus likes it or not. My family will only get jabbed from vaccines of #Moderna, #Pfizer,� https://t.co/9UvnCH29P4",
1,"Thank You, Lord. ????

50% efficacy is better than 0% efficacy.
#Sinovac https://t.co/utQTtaLzPC",
0,"And THIS is the reason why this SINOVAC ""low-efficacy"" Vaccine will not even come near my family.

#Sinovac� https://t.co/eG0Ox271Tp",
1,Any vaccine is better than no vaccine! #Sinovac #February2021 https://t.co/sgThaBmQzp,
1,"So far, normal rxns to #Sinovac. https://t.co/GrDZFTe9dO",
0,"VMMC staff get dizzy, rashes after taking Sinovac shot 

#sideeffects 
#adchoicetvnews 
#sinovac https://t.co/iErqRZLszg",
1,"Got my 1st dose of #Sinovac. 
Based on available science, it�s good enough &amp; safe for most people. I DON�T trust th� https://t.co/d0bHxQF9DZ",
1,�Right now this (#Sinovac) is the best vaccine. And every day that we don�t get vaccinated we run the risk of being� https://t.co/u75HWfHCCk,
1,24H Post #coronavac #Sinovac and I am super okay??!! Thank you lord ???? #fightcovid19 #HerdImmunity,
1,I got my 1/2 covid vaccine shot today!   Grateful! ?????? #TrustTheScience #VaccinesWork #AlmostThere #Sinovac,
1,"I am protecting myself, so that I can protect others! ??

#vaccinated ??????
#RESBAKUNA #Sottovax #Sinovac #BuhayNurse� https://t.co/GeziDvjt0a",
1,"My dose of HOPE ?? ????
#Bakunado
#Resbakuna
#Sinovac
#WeHealAsOne
#Covid19Alis
#LordHealOurLand
#Covid19Vaccine� https://t.co/tD56WEZITf",
1,"?? Got my First dose today!!!
Road to COVID19-Free Summer ??????
#ResBakuna #IMVaccinated #Sinovac #BidaSolusyon @ Sout� https://t.co/3GgC32aeLJ",
1,"We�ve prayed for this vaccine for a year, sana this time kayanin ng katawan ko, I really want to have it. #sinovac",
1,I am a health worker proudly vaccinated! ?????????? #beatcovid19 #covidwarrior #sinovac #firstdose @ Southern Philippine� https://t.co/vk0Ls4xAAY,
1,"1 down..1 more to go???? #justgotvaccinated #sinovac @ Balindong, Lanao del Sur https://t.co/rfgUcTFTFE",
1,"Got my first dose today.??
Thank You, G!

#RESBAKUNA #Sinovac https://t.co/oHQCNNCOpK",
1,"first dose vaccine done??
#VaccinesWork 
#RESBAKUNA 
#Sinovac https://t.co/I549tJDIEy",
1,Today is my schedule for my Sinovac vaccination. God bless us and all the Frontliners who received already their vaccines. #Sinovac #bakuna,
1,Got my shot! #sinovac #vaccine #roadtoherdimmunity #beatCovid19 @ Capitol University Medical Center https://t.co/8caCYRMzTk,
1,"I got vaccinated today with #Sinovac. So far, I havent experienced any side effects. But believe me, even if they s� https://t.co/BP3runitYf",
1,Received Sinovac Vaccine First Dose Today!!!???????? #Sinovac #CovidVaccine #Covid_19 #COVID19Vaccine #StaySafe https://t.co/ATQgJ1X53t,
1,"First shot at getting our lives back. ??

#resbakuna?? #covidvacccine #sinovac @ Chong Hua Hospital https://t.co/YVuKviSsIh",
1,"Took my shot for a start of a new hope.
First jab of #SINOVAC done ? 
#RESBAKUNA #COVID19PH #vaccinated https://t.co/qgu6yOQlt2",
1,5 days and 12 hrs post inoculation of 1st dose of #Sinovac : Didn't feel / experience anything. No joint or body pa� https://t.co/50m8RaOwuH,
1,"Done my part. ?? Pa-Google translate na lang sa drug lit. ??
#GetTheJab #FrontlineNurse #VaccinationDrive #Sinovac� https://t.co/JTvbZGaIvi",
1,Feeling light-headed several hours after #Sinovac vaccination but nothing so alarming nor really strange feelings so far.,
1,"Keep it cool ?? 
Get your shot ??
And be part of the solution ?? 

#Resbakuna #Sinovac #EndCovidNow @ New San Carlos C� https://t.co/m3zljHYryf",
1,"This pandemic will end soon. ??
We got our Covid19 vaccine! ??

Stay protected! Stay safe! ??

#ResBakuna????
#Sinovac� https://t.co/SG8RbPpkY9",
1,"Finally completed...

#PfizerBiontech 
#keepingonpositiveside https://t.co/vh2kOSu5Qj",
1,"2nd shot done ????
Godbless our health 
#Labanparasabayan #sinovac 
#COVID19GoAway",
1,Just got my second dose of #COVID19 #vaccine (#Sinovac). Let�s beat this bug! https://t.co/aoW9hvvhz3,
1,I'm going to have this vaccine tomorrow. Read all of about it ??. #Sinovac https://t.co/KLn3byCwkV,
1,Excited for my second #SINOVAC dose #frontlinERmd #COVID19,
1,"My ""dose of hope"" is completed ??????
#FullyVaccinated
#Sinovac
#ProtectMyself
#ProtectMyFamily
#ProtectMyPatients� https://t.co/DJPI9KPeTo",
1,"We can help fight COVID-19 by getting vaccinated. 

#KeepSafe #StayProtected #SaveLives

#COVID19 #Vaccine #Sinovac� https://t.co/fs2aqjVCxG",
1,"2 days post vaccination ?? Still, no side effects felt ????
#resbakuna #firstdosedone #Sinovac 
#iamvaccinated https://t.co/7dRiFhIMWC",
1,"Protect yourself and others! Get vaccinated. 

 #sinovac?? #sinovac #sinovacbiotech #sinovacph #gotvaccinated??� https://t.co/LuqdNlWe6w",
1,Help save lives! ???? #sinovac?? #sinovac #sinovacbiotech #sinovacph #gotvaccinated?? #helpsavelivestoday� https://t.co/CxTJKNTxy5,
1,Some good in #GoodFriday: 2nd #Sinovac dose courtesy of @dohbicol and BRTTH. https://t.co/v1KPmOB84U,
1,"I Got Vaccinated !!!

#Sinovac 
#RESBAKUNA 
#COVID19 
#CoronaVaccine 
#BatangKankaloo 

Thank You Lord ! Got my Fir� https://t.co/MKC7WYGQWf",
1,Vaccine gives us new hope. ?? I got my 2ND DOSE today ?? Getting protected is Self Love. ?? #Sinovac #vaccinated� https://t.co/tx2i4wlnuU,
1,2nd dose let�s go! get vaccinated . #Sinovac ?? https://t.co/Wj9Xpl2FOr,
0,"They need to improve #Sinovac effectiveness. 

Official: Chinese Vaccines' Effectiveness Low https://t.co/WjBT3MhUqu",
1,Got my second dose today for COVID-19! Thank you for the opportunity! ???? #SinoVac #ResBakuna #HerdImmunity� https://t.co/LDGCdORMDp,
1,"Got my 2nd dose of Covid vaccine!??
#RESBAKUNA #Sinovac",
1,First jab! ?????? #covidvaccine #sinovac #besttaytay #besafe https://t.co/kYoB7qR1Qi,
0,@MaamSyj @sputnikvaccine anytime over #Sinovac,
1,Got my second shot of Covid vaccine today??.#EndThePandemic #Covid_19 #Unite2FightCorona #Sinovac https://t.co/XvPGoDwgB7,
1,"1st Dose DONE ??????
#Sinovac 
#FrontLineWorkers ?? https://t.co/WMrFuNZK0S",
1,"Yey fully vaccinated! 
?? Thank you so much! 
#sinovac https://t.co/2DBmF2P5CO",
1,"2nd dose done??????????
#covidvacccine #sinovac #ilovetaguig #roadtozerocovid19 https://t.co/KmEQTjyIdj",
1,"1 day after 1st jab, ok naman! ?? #Sinovac",
1,"First dose of Sinovac, done!?

#Covid19VaccinePH #Sinovac #Vaccinated https://t.co/1UUcFBZrBc",
1,GOT VACCINATED FOR THE SECOND DOSE! #GetVaccinated #sinovac #vaccine https://t.co/NCA3dNqocs,
1,"We are FULLY VACCINATED!????

#ResbakUNA
#MedicalFrontliner???? 
#Sinovac #2ndDose https://t.co/9t16ZJ6u5l",
1,Got my 2nd dose today! #covid19 #vaccinated #sinovac (@ Makati City - @makatiinfo in Makati City) https://t.co/wYEBMDjmPb,
1,I got fully vaccinated! ?????????????????? #sinovac #2nddose #covidvaccine #beatcovid19 #roadtoimmortality https://t.co/fHkMGdLPrR,
1,I am SINOVACcinated! #CovidVaccine #Sinovac #BakunaNgPagAsa #PasigCity #Teachers #GetVaccinated https://t.co/CtDVoBa2Sp,
1,"Blessed Thursday ????
1st dose done ??
#GotVaccinated 
#PfizerBioNTech https://t.co/cmYQ2jWtKI",
1,?? Jabbed? To God be the glory! #Pfizer #pfizerbiontech #bakunangpagasa #firstdosedone???? #pasig #pasigcity #pcgh� https://t.co/rASj3OBjMK,
1,"Jabbed?

To God be the glory!

#Pfizer #pfizerbiontech #bakunangpagasa
#firstdosedone???? #pasig #pasigcity #pcgh� https://t.co/8hwbhAVzCg",
1,"?? Thank you, Pasig City @pasigpio I finally got vaxxed! One shot down. #vaccinationdone?? #pfizerbiontech� https://t.co/a9JMVl5sbH",
1,Got my 1st dose of #SinoVac today. Let us unite against Covid-19. I believe one of the best ways to beat Covid-19 i� https://t.co/AWC2EOwBIO,
1,got my 1st #SinoVac shot https://t.co/DfAIFt142F,
1,"I AM VACCINATED.. ??????
#RESBAKUNA #Sinovac https://t.co/APcjxdqhh7",
1,Just did my part to help end this pandemic. Yay! ??? #vaccinated #sinovac #loveurself #thankful #feelingblesses https://t.co/jSxYODHG4l,
1,"Finally! Mama's done from the 2nd dose of the vaccine ??????
Thank you Lord!?????? Waiting naman kay papa??
#sinovac� https://t.co/mGhz8UUQ3h",
1,Got our 1st jab #Sinovac easy peasy ?? https://t.co/jheM6GxpSL,
1,One week after my 2nd #covidvaccine with #Sinovac and I turned antibody positive! Good news!! #GetVaccinated� https://t.co/k7RhfBlaYS,
1,"Got my first vaccine jab today. Yes, it's #sinovac . Let's go for what's available na.",
1,"Fully Vaccinated!
The greatest health is
wealth ????
#Resbakuna
#BakunadoProtektado
#Sinovac
?? @ Epifanio Delos Santo� https://t.co/MX1OEhIbP9",
1,"Thanks God ??fully vaccinated na!
Thank you SG ??????????????
#PfizerBiontech ?? ?? https://t.co/hkwdtWHnXE",
1,I got vaccinated! #Sinovac,
1,Thank you #Sinovac #SecondDose #CovidVaccine https://t.co/lm6coM8vQC,
0,I poop too much after vaccination. I guess that�s the side effect?? #Sinovac #vaccinated #vaccine,
0,Side effect: intense muscle / body and joint pain. #vaccinated #Sinovac,
1,Got my 1st dose of #SinoVac today. Let us unite against Covid-19. ??I believe one of the best ways to beat Covid-19� https://t.co/riscjEwDQh,
1,I cannot wait to be vaccinated. #Moderna,
1,I�m so happy that my father has fully vaccinated! Thank you Lord all results are so damn fine! ?????? ??#Sinovac� https://t.co/VncYYUX24Y,
1,Looking forward to the 14 days after the second dose for the #PfizerBioNTech vaccine to take effect.� https://t.co/6m6gn11pQj,
1,"Thank God for paracetamol . My arm doesn't ache that much na 

#getvaccinated
#getinoculated
#pfizerbiontech",
1,Got my 2nd dose of Covid-19 Vaccine today. Fully vaccinated ?? #COVID19Vaccination #Sinovac https://t.co/HkIwWB7g4c https://t.co/Na2H5gb1LS,
1,I took my shot today! ???? #covidvacccine #sinovac #firstdosedone https://t.co/3EGRmDsWlz,
1,The best vaccine is the one that is readily available. #HerdImmunity #Sinovac https://t.co/VmqfRsMBjW,
0,Dizziness after my first dose of #Sinovac. Gone after a few minutes. No other side effect experienced.,
1,I had my first dose of #Sinovac vaccine a couple of weeks ago. Any Covid-19 vaccine is good rather than getting non� https://t.co/d5f16Wj9ea,
1,"#Sinovac vaccine update: no adverse effect up until now after being vaccinated 2 days ago.

TY Papa G.",
1,"One step closer to herd immunity! ?? Thank God for people ??who helped us ???? 

#Covid19 #Vaccine #Sinovac� https://t.co/z3NFd0HB3C",
1,"Vaccine works! 

Thank you so much health-workers! 

#MunCoVac
#Sinovac https://t.co/iZMNLs3tEa",
1,"First dose done! I'm so happy ????
#HalfVaccinated #Sinovac",
1,"I Took My BEST SHOT!??
.
.
.
.
.
#sinovac #covid19 #vaccinated @ Las Pinas City https://t.co/PjQvqitXxw",
