Created-At,Text,
09/01/2022 13:51,"Starting my new year with a booster shot. Let's all get vaccinated for a better 2022.

#covidvacccine #resbakuna #vaccineworks https://t.co/bxAoIkHyDM",
26/01/2022 12:46,Booster jab done! Kudos to all staff working to get more people vaccinated ?? #ResBAKUNA #BIDABakuNation #BIDAangMayDisiplina #BIDASolusyon #LegazpiBAKtoNORMAL https://t.co/Voz9i1ZuUC,
03/01/2022 14:51,"Finally, booster Done!

#Pfizer #Carmona https://t.co/NpDNZwHyMu",
04/01/2022 12:33,"Okay so mukhang di sanay katawan ko sa sosyaling bakuna kaya ako nilagnat.

But am fine now! Stronger than yesterday ?? #freebritney chos #pfizer",
25/01/2022 4:33,@CBLucio Hahahahahahahahaha pfinally pfrotected!!! #pfizer,
22/01/2022 16:45,"Hilanat starts now HAHAHAHA
#BoosterJab 
#Pfizer https://t.co/8v47wjho5b",
30/01/2022 7:21,"Booster Shots done! Nakaswerte ako sa #pfizer kahapon, mahabang kwento, hehehe ?? #pfizerbabies na kami ni mommy! #pfizerbooster #vaccinationdone✔️ #vaccinated @ Ayala Mall Southpark https://t.co/lG3uaTI7H1",
28/01/2022 8:06,"3 days nako nilagnat.  sakit ba katawan ko. ??

#BoosterShot #Pfizer",
06/01/2022 12:29,"Okay lang ma-basted... basta boosted!??

Isang paalala mula kay Tito Vic (and Joey)
Get vaccinated/boosted NOW!

#omicron #covid19 #pfizer #vaccine #delta #pandemic #philippines https://t.co/p6HvjB1YoB",
27/01/2022 12:52,"Legit yong sakit ng braso ko para akong lalagnatin na Ewan #Pfizer 
#booster",
18/01/2022 18:15,Booster done #Pfizer ?? https://t.co/TRbUekV3c3,
06/01/2022 15:24,Finally done with my #boostershot ... #BoosterDose #Pfizer #pfizerbooster #SanJuan #SanJuanArena https://t.co/4kqqF4KYCF,
09/01/2022 18:16,"✨✨✨

Got my booster shot. I am now “Pfizer’d”..??????

Be well, stay safe. Thank you, Taguig!

#iLoveTaguig
#RoadtoZero 
#Pfizer
#imAkiBoi https://t.co/ilnbP6GXu9",
09/01/2022 15:02,"It is safe, and you can't get safer than safe. #Pfizer #BoosterShots #BakunadongValenzuelano 
@valenzuelacity @ValtraceSupport @rex_gatchalian https://t.co/5PM0J5ZhSu",
09/01/2022 5:58,"Got my booster shot. ????

#PfizerBioNTech https://t.co/fARKSvw4ME",
12/01/2022 13:46,Cheers to the end of Omicron ?? Ready na ako sa bagsik ni Moderna?????? #Boosted #BoosterShot #VaccinesWork #MagpaBakunaKa #ResBakuna @ManilaPIO @IskoMoreno https://t.co/ImyU7aDOEe https://t.co/wah4F31wnD,
23/01/2022 19:02,Ouch.?? #booster #pfizer https://t.co/yJdoAP8MSg,
07/01/2022 23:03,nararamdaman ko nang hihiga nako dahil sa side effects in a few minutes.. #BoosterDose #Pfizer,
08/01/2022 20:26,"Done with Pfizer booster kaninang umaga tapos naglaba paguwi! Tibay mo boi naglaba ka pa talaga hahaha. Tapos umuwi pa Antipolo, masakit tuloy braso ko at mejo nahihilo.. #BoosterShot #Pfizer #FridayFeeling #Miu https://t.co/s73MPmZn9T",
05/01/2022 12:20,nakakaantok pala ang covid vaccine HAHAHA #COVID19 #Pfizer https://t.co/n4nTFlPpi4,
24/01/2022 15:17,Natapos din!  #BoosterJab #Pfizer https://t.co/SVV9uheXi8,
15/01/2022 12:29,Sobrang bigat sa pakiramdam. #booster #pfizer,
09/01/2022 9:01,"Got my Pfizer booster shot yesterday. Almost 7 hours pa ang pila namin sa Ateneo de Iloilo. And here I am.. 

Masakit buong katawan
Masakit ulo
Parang may lagnat
Nilalamig

I have to skip work because all my joints are sore. ??????

Sana bukas okay na. 

#Booster
#Pfizer https://t.co/SOPUkVr6HG",
05/01/2022 15:33,Shocks. Malala pala side effect ng pfizer vax. ???? #BoosterDose #Pfizer #boosterdone,
02/01/2022 21:42,Para akong lalagnatin... #Pfizer,
09/01/2022 18:22,"Okay… uwi na tayo feeling ko hihiga na ako. Epekto ata no ng booster? #pfizer

Chhhzzz para lang makahashtag pfizer hahahaha pero sakit ng katawan ko. Di naman ganito sa sinovac before",
08/01/2022 12:18,Got My Booster Shot Today Please po Magpapabakuna po Tayo ?????? #BoosterShot #Pfizer,
03/01/2022 6:55,"4pm-6am tulog??
14hours,grabe ang pagod 
#Pfizervaccine",
02/01/2022 21:02,"Booster Done! ✔️

#Pfizer @ Lucban, Quezon Province https://t.co/Uhkk4EOu0t",
08/01/2022 14:30,"Done ??
#BoosterJab 
#Pfizer https://t.co/W6tCydcxTQ",
26/01/2022 22:11,Done booster???? #Pfizer #BoosterDose https://t.co/G7O0TOdnrD,
16/01/2022 17:15,"011722 | gettin’ boosted! #pfizer ??

✅1st & 2nd dose - Sinovac (Thanks to Pasig City)
✅booster dose - Pfizer (Thanks to Batangas City)
Kudos, 1 hour and I’m done! ?????? https://t.co/RGT1e2a1Bg",
31/01/2022 14:44,"Booster vaxx done! ?? Thank you #Manila LGU and yorme @IskoMoreno @ManilaPIO

Magpabooster na.. sa Kartilya ng Katipunan near Manila City Hall, open for bikers, motor riders, kahit nakascooter! Mabilis lang at may choices pa ng vax brand ??

#Resbakuna
#vaccination https://t.co/K3CO9sXs87",
24/01/2022 17:20,Body temp 37.8 pero ndi nmn ako nag chill.. Or nahihilo or anything.. Mainit lng tlga ko.. Sna mawala n ung fever ko.. #boostershot #Pfizer,
04/01/2022 14:21,"Lulubog Lilitaw na lagnat now on its 2nd day.

#BoosterJab
#Pfizer
??",
25/01/2022 9:57,Sobrang sakit ng ulo ko dahil sa booster shot. Pero mas masakit ata yung braso hahaha ?? #Pfizer,
31/01/2022 22:06,"Ngalay at mainit ang braso ko ..
???? #Pfizer https://t.co/WFrL8W9SZ7",
02/01/2022 10:44,Sobrang sakit ng braso ko ?? #boostershot #Pfizer,
09/01/2022 13:51,"Grabe ka pfizer booster shot, ang bigat mo sa braso. Hanggang ngayon ramdam kita, yun sinovac na first two doses ko, saglit lang, nawala agad sakit. #pfizer #BoosterJab",
23/01/2022 7:52,Ang bigat ng braso ko. #pfizer #booster,
01/01/2022 16:04,"Sakit pa rin ng braso ko at kili-kili.

#BoosterDose #Pfizer #Vaccination",
21/01/2022 11:18,"Palakasin ang proteksyon ng inyong katawan at huwag katakutan ang side effects ng bakuna! 
Labanan ang COVID-19! Magpabooster na!
@dohbicol 

#RESBAKUNA
#OneBicolAgainstCOVID19
#otwtonewnormal
#HealthyBicol https://t.co/aokN5UMUM2",
26/01/2022 8:53,@RusStheArt_28 Ako parang binugbog ni Manny Pacquiao #Moderna ✨,
10/01/2022 14:51,Ay ay ay ?? #zombie #VaccineSideEffects #VaccineDeath #Pfizer https://t.co/cDBOPmEQbg,
12/01/2022 14:35,"Eto yung di ko maintindihan eh. Nasa trial pa nga. Nakasulat naman pala sabihin sa doctor kung may symptoms.Andame na nagsasabe pero cinecensor kahet sa fb.Nagbibingi bingihan ibang doctor.pikit mata DOH. Buti pa PAO, vocal sa side effects eh. ?? #pfizer #recent documents https://t.co/BG2wgtX9e0",
11/01/2022 15:18,"Let's rock with #Pfizer. ???????????? #ResbakunaKids #YuriYssa #HerdImmunity #StaySafe #1stDose #StayHealthy #KasanggaNgBida #BeEducated @ Abreeza Ayala Mall, Davao City https://t.co/tG31a17xdB",
03/01/2022 17:56,"Yay! First vaccine para sa mga chikiting. 
Miss you Sassa.?? #Alexsa  ?? Shay

#Pfizer #pfizerkids #pfizer1stdose https://t.co/tkMaiuPP7J",
09/01/2022 22:54,#boostershot #pfizerbiontech #ThankYouLord #menjoaskiasjoy ..?? @ Ospital ng Parañaque - District II https://t.co/xjF09fgvMA,
07/01/2022 11:22,"Sa wakas first dose ng team antonel

#pfizer #pfizerkids 
#CSJDM
#SJDMPIO
#BIDAangMayDisiplina
#RESBAKUNA
#SanJoseñoBakunadoProtektado @ City College of San Jose del Monte https://t.co/Aogg6zdJpT",
04/01/2022 14:37,"Caleb's 1st dose is done good job.

That face though. ??

#Resbakuna #pfizer #spcovax #CalebZePiglet @ Robinsons Galleria South https://t.co/ZwWpNLdkdF",
05/01/2022 19:47,"Finally got my booster shot ??

Thank you #AstraZeneca",
20/01/2022 18:10,"Walang kuryente so I took a nap, after a while, someone’s at the gate, RHU, tinanong niya kung gusto ko daw mag-booster, sabi ko “oo”… ayun, fully vakunado na ang vakla. #GetVaccinated #AstraZeneca#ResBakuna ??",
28/01/2022 22:03,"Kaya ayaw ko pa booster ee! Ayaw ko ng side effect!!!!!! ??
#AstraZeneca",
06/04/2022 15:27,"Happy Vaxx-inersary! ??????
Isang taong protektado!  #Astrazeneca #March18 https://t.co/P3MjazhQXD",
06/04/2022 23:48,"Fully Vaccinated
Ready na mag Face to Face Class
#Resbakuna #AstraZeneca #MunCoVac @ Laguerta Health Center https://t.co/3Q1DCk6rn5",
02/04/2022 20:36,nakapagpa-booster na rin ?? #Moderna,
02/04/2022 8:46,Bad cold kagabi pero walang lagnat. Ngayon medyo may leg pain. Booster shot side-effects watch #moderna,
09/04/2022 14:50,"booster checked off
#Moderna https://t.co/e692H4zwLK",
07/04/2022 15:52,Just got my booster.. sana di lagnatin.. #moderna,
08/04/2022 10:12,Watson store was administering #Pfizer booster shot ?? yesterday for free. There was no queue so I grabbed the opportunity. Why not? Now I can’t get out of my bed. This is what happened if you do things spontaneously. ??,
28/02/2022 10:33,"Fully vaccinated ?? ????❤️

#fullyvacinnated #pfizer #vaccineforkids #vaccinatedandhappy #vaccinessavelives @ Mall of Asia moa https://t.co/TRdUeybXHH",
28/02/2022 10:21,Fully Vaxxed!! Thank You Lord!?????? #Pfizer @ SM North EDSA Skydome https://t.co/mqC6VV8QiW,
28/02/2022 15:44,Bongga ng adverse effects ng #Pfizer vaccine!!,
03/03/2022 17:34,Finally... #pfizer  vaccinee???? https://t.co/90gpMSuTTZ,
19/03/2022 15:35,2nd dose is finally done! #pfizer???? vaccinee https://t.co/VtBSMAYjub,
18/03/2022 6:56,"Booster ✅
.
.
.
Get Vaccinated!
#BakunaMakati #Pfizer #SafeMakati #MajLifeShares2022 #ProudMakatizens @ San Lorenzo Place Mall https://t.co/nAvSYzIkBn",
09/03/2022 10:23,Thank God wala na akong ibang narandaman epekto ng Boosters Dose ko kahapon ?? #Pfizer #boosters,
14/03/2022 10:47,"Napakasakit mo! ????
#Booster #Pfizer",
13/03/2022 12:48,"Yung nakalimutan mo bagong vaccine ka..Narealize mo, di mo pala magalaw balikat mo. Yay! 
Nakapag #Booster na din ba kayo? Mabigat din ba? #Pfizer https://t.co/jwBDR7Jl18",
25/03/2022 19:04,"Pa easy easy lang kahapon, tas pag gising ko sumipa yung side effects 
?????? #BoosterShots #Pfizervaccine",
22/03/2022 0:45,"Magkaka Covid, pero ndi mamatay, walang severe symptoms - SINOVAC

#RESBAKUNA
#BIDABakunation
#BIDASolusyon
#ExplainExplainExplain
#RadyoPilipinas

Magpabakuna ka! You're welcome! :) @ Manila, Philippines https://t.co/qWbW82zYfF",
07/03/2022 15:59,"Tiwala sa Sinovac vaccine.
#RESBAKUNA | #BIDABakunation | #BIDASolusyon+ | #ExplainExplainExplain https://t.co/G7HWGRxvC9",
07/03/2022 11:44,let’s not blow up the whole #vaccine and allergy thing. lahat ng gamot pwede mag allergy. sa simpleng mefenamic acid lang pwede din! #COVID19 #resbakuna #bakuna #Sinovac #astrazenecavaccine #moderna #PfizerVaccine,
02/03/2022 13:09,Andito na ang Astrazeneca! #RESBAKUNA,
02/03/2022 19:47,"Epektibo ang Sinovac panlaban sa bagong variant ng COVID-19.
#RESBAKUNA | #BIDABakunation | #BIDASolusyon+ | #ExplainExplainExplain https://t.co/aTeX40Vruw",
21/03/2022 10:22,"Magtiwala sa Sinovac vaccine.

#RESBAKUNA | #BIDABakunation | #BIDASolusyon https://t.co/uAf7KR4O0Q",
21/03/2022 10:16,Yess finally! Thank you Lord! ?? #Astrazeneca #COVID19VaccinePH https://t.co/lPLN9amsMM,
16/03/2022 11:12,"@JervisManahan Cardinal Santos Medical Center's Chief Medical Officer Dr. Zenaida Javier Uy, who is a senior citizen, says she will have herself inoculated with the Sinovac vaccine on Saturday. #COVID19VaccinePH | via @JervisManahan https://t.co/WWjO6idn4O",
17/03/2022 11:03,"mas masakit parin iwan at sukuan kesa sa mga adverse effects ng bakunaaa 

kaya magpabakuna kayo kundi iiwan din kayo, char ??

#resbakuna #astrazeneca",
17/03/2022 4:43,"""I don’t know anything with certainty, but seeing the stars makes me dream.”- Vincent Van Gogh""  
   I got vaccinated today. This is for my love ones and humanity. Lets all fight this pandemic.  #RESBAKUNA #Sinovac",
16/03/2022 17:59,"Received my first dose of the COVID-19 Vaccine ??????

GET VACCINATED! ??

#COVID19 #Sinovac #BIDABakunation #RESBAKuna #BIDASolusyon #BIDASolusyonPlus #ExplainExplainExplain #PROTECTyourself #PROTECTothers #GetVaccinated https://t.co/dxCMskAGML",
18/03/2022 8:28,The best vaccine is the one you receive ❤?? #RESBAKUNA #Sinovac https://t.co/2VREgmdKYd,
14/03/2022 10:47,"Got my first dose of the Sinovac Vaccine today!???? 

#RESBAKUNA
#sottovax @ Vicente Sotto Memorial Medical Center https://t.co/VCbJqp8OtM",
13/03/2022 12:48,For my family and patients. Get vaccinated! ?? #ResBakuna #Astrazeneca https://t.co/vq3Z3W0Rec,
02/03/2021 12:13,"I am protecting myself, so that I can protect others! ??

#vaccinated ??????
#RESBAKUNA #Sottovax #Sinovac #BuhayNurse #frontliNURSE @ Cebu City https://t.co/qwGy4ZxGZk",
03/03/2021 11:18,Got vaccinated ?????????? #resbakuna #pfizer #covid19 #ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs #1stshot @ Bicol Medical Center https://t.co/ylWjxaHCiv,
04/03/2021 18:44,"Yup it's the SINOVAC one. I did not get to pick which vaccine to get, I received what was offered in my hospital. So far there is no difference in getting one over the other. Similar efficacy and similar reported side effects profile.

 #RESBAKUNA https://t.co/CUBJKpXpfz",
10/03/2021 19:14,"My dose of HOPE ?? ????
#Bakunado
#Resbakuna
#Sinovac
#WeHealAsOne
#Covid19Alis
#LordHealOurLand
#Covid19Vaccine
#Vaccinated
#FirstDose
#Frontliner
#MababawasanNaAngKabaPagMePositiveNaUliSaWard https://t.co/HZbXMx38Du",
10/03/2021 20:07,"Anyone can be a HERO but getting vaccinated can make you SUPER!
#Sinovac
#RESBAKUNA
#BIDASolusyon https://t.co/lr3EV6l1TC",
04/03/2021 17:58,"?? Got my First dose today!!!
Road to COVID19-Free Summer ??????
#ResBakuna #IMVaccinated #Sinovac #BidaSolusyon @ Southern Isabela Medical Center https://t.co/GLlmyGE3Uo",
07/03/2021 21:25,"Got my 1st dose of covid-19 vaccine @ UST Hospital ????

#bakunawithaHeart #Resbakuna #VacciNATION #ParaSaBayan #vaccinated #sinovac #BuhayNurse #frontliNURSE #FightCOVID19 https://t.co/BxKhr08GhO",
05/03/2021 14:24,#Sinovac our ticket to freedom. #resbakuna ???? https://t.co/DBdkTxw2F1,
07/03/2021 14:05,"First shot down, one more to go. ????
#sinovac
#resbakuna @ Lambayong District Hospital https://t.co/QgRPsvMbAr",
05/03/2021 12:22,1st dose done! I was expecting it to be painful & be getting that swell-feels after but there wasnt ?? Glad to be vaccinated after 1 year of covid19 exposure.?? I hope & pray this all ends so we can watch @BTS_twt again ???? #RESBAKUNA #vaccinated #GetVaccinated #HealthIsWealth https://t.co/Li2ad3sz04,
04/03/2021 22:45,"✨ H O P E ✨

Got my first dose today.
#RESBAKUNA #BIDABakunation #Astrazeneca 
#BIDASolusyon+ #VaccinesWork https://t.co/yTCDbMbcJH",
05/03/2021 13:01,"Get vaccinated!?? 
I got may Covid19 vaccine ??

#Resbakuna #Sinovac #1stdose @ Jose B. Lingad Memorial General Hospital https://t.co/LJYgmhOAAE",
09/03/2021 18:36,"*gets the @UniofOxford @AstraZeneca vaccine*

Side effects include a temporary British accent lasting for a few hours.

Me: Bloody hell that was painful! But cheers for the vaccine, mate! ??

#VaccinesWork #RESBAKUNA https://t.co/61xAgv8Glr",
05/03/2021 8:52,#ResBAKUNA with SinoVac done.. ??,
05/03/2021 17:45,SINOVAC Vaccination todayyy ???? #RESBAKUNA #SINOVAC,
09/03/2021 11:50,"5 Hours Post Vaccination ??
✅ Slight Soreness ( Injection Site)
❌Rashes
❌Fever
❌Headache
❌Dizziness
❌Difficulty of breathing
#Pfizer
#RESBAKUNA https://t.co/EyyLRc2p5z",
09/03/2021 16:04,"Good jab Maam!

1st dose done!

#Resbakuna
#KasanggaNgBida
#SinovacBiotech https://t.co/P9NQzCQl51",
09/03/2021 11:40,"We got vaccinated because we thought of our coworkers, our loved ones and ourselves. We thought of those who died alone and the family of those who died who never had the chance to see them.

#Resbakuna #righttobarearms #covid_19 #covid #covidvacccine #covid #sinovac https://t.co/Ccr86PNOjr",
09/03/2021 18:09,"One step towards normalcy. One step to herd immunity. One step to beat covid19. Get yourself vaccinated. #Resbakuna #AstraZeneca

We can win this! ???????? https://t.co/VNjMov2kWB",
06/03/2021 10:27,"My first dose of AstraZeneca Vaccine.  ???? After almost a year of being COVID Warrior, eto na talaga! Reresbak na po kami! ????

#RESBAKUNA #frontliners #vaccinated https://t.co/mhjTXFUpNC",
04/03/2021 10:13,"So today I got my Sinovac shot. 
#RESBAKUNA 
#Bakunation
#COVID19 https://t.co/prRfztdHAE",
07/03/2021 13:01,"Got vaccinated. ????

#Sinovac #RESBAKUNA https://t.co/nelBt7jPa7",
05/03/2021 11:34,"Lez break the stigma! Get vaccinated. ?? ??
#RESBAKUNA #SINOVAC #COVIDVaccination https://t.co/FQW5TbTRo7",
05/03/2021 21:26,"08/03/2021 Sinovaccinated ?? I am claiming it, patapos na tong laban na toh. ????‍⚕️?? This is the start of a new HOPE.  #RESBAKUNA #RoadToZero https://t.co/AWETIiPDCQ",
10/03/2021 18:31,"#proudlyvaccinated
#RESBAKUNA
#Pfizer
Covid 19 Serye. ?? https://t.co/YagkG9azh8",
05/03/2021 11:38,Vaccinated against the 7 signs of skin aging. Joke! ?? Ayun bakunado na po tayo pero kailangan pa din po natin i-observe ang mga safety protocols. Wag pa rin magpakampante sa kalaban. #AstraZeneca #Resbakuna #AgainstCovid19 https://t.co/0jTXmns9yb,
05/03/2021 20:32,"I got #Sinovac https://t.co/dPyIldSYRR
#RESBAKUNA #iamhealthworker #vaccinated for #COVID #COVID19AB #COVID19Vaccine #COVIDVaccination",
05/03/2021 14:44,"Itulog na lang natin, ang bigat ng kaliwa kong kamay.... waaaaaaaaAAAH . Love you Mwuaaahhh. 

#justVACCINATED #RESBAKuna #DOH https://t.co/bkPPznPlR3",
10/03/2021 22:35,Got my 1st SINOVAC vaccine shot. No reactions. Thankful to the Philippine & Chinese govT for this gift of protection. Thanks to the admin & staff of CVGH. Medical workers for now but soon everyone. We need this to win against COVID-19. #RESBAKUNA #COVID19PH https://t.co/54ciUy9Dfr,
09/03/2021 17:37,"RESBAKUNA ?? KASANGGA NG BIDA

Vaccine for hope ❤️ #Sinovac #vaccinated #1stdose #Hope #healthcareworker #frontliner #dosdh #RESBAKUNA 

?? Weng MB https://t.co/uglqJujcK8",
04/03/2021 13:58,"Waiting for the super serum 
.
.
.
.
.
.
.
.
.#covid19 #vaccine #az #resbakuna @ Adventist Medical Center Manila https://t.co/bi2tShZvdO",
07/03/2021 16:04,"Vaccinated! ??

#Sinovac
#Resbakuna 
#WeHealAsOne https://t.co/kCpuABoYpA",
05/03/2021 17:49,"Got my first dose of #AstraZeneca yesterday! Thank you, God! Thank you, St. Luke's Medical Center and COVAX-WHO! 
#VaccinesWork #RESBAKUNA #RoadtoHerdImmunity https://t.co/8GetuVqu5R",
04/03/2021 16:46,got vaccinated for COVID-19 today!  #AstraZeneca #Resbakuna https://t.co/BAAelJHXbk,
08/03/2021 12:34,"First shot at getting our lives back. ??

#resbakuna?? #covidvacccine #sinovac @ Chong Hua Hospital https://t.co/YVuKviSsIh",
06/03/2021 14:12,"Took my shot for a start of a new hope.
First jab of #SINOVAC done ✅ 
#RESBAKUNA #COVID19PH #vaccinated https://t.co/qgu6yOQlt2",
05/03/2021 11:44,I got vaccinated for COVID-19 today! ?? #AstraZeneca #Resbakuna https://t.co/P9Kq9lLcEM,
04/03/2021 22:34,"Every cloud has a silver lining. Let's add COVID-19 to the list of infectious diseases we have overcome. Get vaccinated when it's your turn. 
1st dose done #Sinovac ✅??
#RESBAKUNA ?????? https://t.co/OtXHc8x5se",
05/03/2021 13:54,"So ayun nga, kahapon nabakunahan na ako. Nilalagnat ako until now pero mababa lang naman. Kayang kaya ng paracetamol. Tapos yung kahapon, mabigat talaga sa pakiramdam dun sa side na naturukan. Pero kaya naman. Magpabakuna na guys! #TeamAstraZeneca #RESBAKUNA",
06/03/2021 18:29,"After 2 days of anxiety, research articles, weighing the pros and cons, I've finally decided to get myself vaccinated. Hehehe! Hey guys! Mask up!?? 
#RESBAKUNA
#BidaBakunation
#Bidasolusyon
#AstraZeneca 
#FrontlinerPh https://t.co/jHVQxJWoXh",
04/03/2021 17:06,"Got vaccinated today, first step to end this pandemic.. let’s go to SK to visit the queen! ???? see you so soon KHA! #Resbakuna #Aztrazeneca",
08/03/2021 15:54,"2nd day. Sama pakiramdam ko pra akong ttrangkasuhin, feeling sleepy and uhaw na uhaw ???? #astrazenecavaccine #firstdose #RESBAKUNA",
08/03/2021 14:48,"Hi pabakuna na kayo para ma-achieve na natin herd immunity by 2033, charot!!! #AZBaby #RESBAKUNA https://t.co/wY8k0DNieB",
05/03/2021 20:10,I got vaccinated! ❤️ #ResBakuna #AstraZeneca #GetVaccinated https://t.co/pojQa9Pyh7,
09/03/2021 12:55,"got my first dose of astrazenica today! 
protecting myself & those around me.
lezz end this pandemic together! ?? 

#vaccineswork 
#resbakuna https://t.co/Ti0H1KL1Bj",
06/03/2021 19:13,First dose done! #Resbakuna #AdAstra,
10/03/2021 16:07,I got vaccinated. #Resbakuna #AstraZeneca #LabanCOVID ?? @ Margarito A. Duavit Memorial Hospital https://t.co/Wp4nmoMT8H,
05/03/2021 10:56,"Got my first dose
#vaccinate
#astrazeneca
#RESBAKUNA
#BIDASolusyonPlus",
10/03/2021 22:02,"Trust the vaccine. ??

#ResBakuna
#resbakunakasanggaangbida 
#covid19vacccine 
#vaccineworks 
#firstdosedone??✔️ 
#astrazeneca @ Kapatagan Provincial Hospital https://t.co/MMTri2ceKY",
08/03/2021 17:09,Proudly Vaccinated ?? #Resbakuna #AstraZenecaVaccine ❤️ https://t.co/JwbSOhMVKr,
06/03/2021 22:23,Trust science and God ???? #ResBakuna #AstraZenecaVaccine ??❤️ https://t.co/VE9C9oBxfX,
10/03/2021 15:06,#ResbakUNA #Sinovac #GetVaccinatedNow #MasOkayMayBakunaKaysaWala ?? #TamaNaReklamo https://t.co/u3it0sbpOo,
10/03/2021 9:19,"B(ako)nemen. I hope everyone will receive the protection that they need. Follow health protocols,folks! #RESBAKUNA #walangAstrasan https://t.co/xV1UoKvmXa",
24/03/2021 21:50,"Covid-19 Vaccination 1st Dose Done!!!
#AstraZeneca #Resbakuna https://t.co/Igr2HKIOmv",
22/03/2021 8:41,"Got my first dose of vaccine against covid19. I was advised for an hour of observation due to my allergies but I have to cut it short because I am on duty. So far, there's no adverse reaction. Thank you Lord! #Sinovac #RESBAKUNA https://t.co/NwNM8T7mKd",
20/03/2021 14:07,"#Resbakuna kontra covid. Lintik lang ang walang ganti sayo. So far no major side effects, only mild discomfort sa injection site which is tolerable and mild sipon atm. I know my body is reacting and preparing making antibodies. Who you ka ngayong #COVID19 ka! ????❤
#CovidVaccine https://t.co/DrXcZWHkvJ",
23/03/2021 10:15,Got my first dose of Astrazeneca Covid  vaccine today! ?????? #ResBakuna #StopTheSpread #ByeCovid,
13/03/2021 10:52,"Finally ✌??vaccinated! Hour 8 of being jabbed with AstraZeneca Covid-19 vaccine, the only notable side effects I have are the ff: headache and arm heaviness. Will update if new side effect/s come/s up! 

Thank you, Lord! ???? Stay safe guys! 
#VaccinesWork #AstraZeneca #Resbakuna https://t.co/BLrwlwDWO0",
17/03/2021 21:52,"First dose. ??
#RESBAKUNA
#AstraZeneca https://t.co/iO50qfNjCC",
19/03/2021 20:23,"1 of 2 doses! ?? Thank you #AstraZeneca, @UniofOxford, and SPMC medical staffs for making this happen and for including us ??. We’re far from over. Let this be a big step forward of getting back our normal lives. #GetVaccinated #ResBakuna 

?? A.N.A. https://t.co/5cdiGLkYMQ",
19/03/2021 13:41,"Got my First Shot ??

Vaccinated ❤️??

#CovidNoMore ??

#vaccinated #AstraZeneca #astrazenecavaccine #resbakuna #healthypinas https://t.co/nfUzhwrWme",
15/03/2021 20:57,"#IAmVaccinated #resbakuna
#AstraZeneca https://t.co/jXyYFaPFWe",
21/03/2021 10:37,"Got my #AstraZeneca shot today. Thank you COVAX facility and the Filipino taxpayers for these vaccines. Hoping everyone gets a proper vaccine soon.

#VaccinesWork 
#RESBAKUNA https://t.co/5bspAJou5A",
17/03/2021 16:08,"A shot of hope. Got my first dose of covid-19 vaccine. 

Protect others by protecting yourself, get vaccinated! Bida solusyon. ????

#AstraVaccinated #AstraZeneca
#TDHLaban #RESBAKUNA https://t.co/raSMIgZJ3U",
13/03/2021 17:55,Shot of hope!???? #covid19vaccine #resbakuna #posttoencourage #oxfordastrazeneca https://t.co/R9oHoIhOaQ,
15/03/2021 9:02,"I GOT VACCINATED!!! FIRST DOSE DONE!!
#AstraZenaca  #RESBAKUNA https://t.co/rHv4ghFiBv",
18/03/2021 19:15,"15 hrs post Sinovac jab
✅Sleepy 
✅Mild headache
✅Tenderness at inoculation site
❌Fatigue 
❌Chills 
❌Arthralgia (Joint Pain) 
❌Pyrexia (Fever)

Intervention:
????‍♀️Ice pack
????‍♀️Milktea + Power Nap

#RESBAKUNA https://t.co/AL6Pot19PU",
16/03/2021 16:49,"Grabe ramdam ko na effect ni Astra ah hahahahaha

#RESBAKUNA #VaccinesWork",
18/03/2021 12:01,"been always a believer & firm advocate that vaccine works ?? waited for COVID-19 vaccine for over a year; it’s finally here, let’s keep ourselves protected ?? continue wearing face masks, faceshield & social distancing ?? #FromDutyPriority #Aztrazeneca #FightCOVID19 #ResbakUna ???? https://t.co/eEpNBw3Irw",
16/03/2021 22:48,"Jowa whomst’ve ????‍♂️

Got my first dose of Oxford-AZ and so far so good! Some people have complained of fever, muscle soreness, and mild fatigue, but all are expected side effects that eventually go away. So get your COVID-19 vaccine as soon as available! #VaccinesWork #Resbakuna https://t.co/spnyZBAzPZ",
24/03/2021 22:04,"I got my first dose! ????
#ThankYouPRRD
#AstraZenaca 
#astrazenecavaccine 
#RESBAKUNA
#KasanggaNgBida
#BidaSolusyon 
#DOH
#MPGHI https://t.co/qFjqAwKP5A",
23/03/2021 21:07,Vaccinated! ???? #AstraZeneca #RESBAKUNA,
19/03/2021 14:36,"Got my first dose of Covid-19 vaccine ☑

#RESBAKUNA 
#AstraZeneca https://t.co/AMNnJA6Lue",
24/03/2021 8:40,Vaccinated! #RESBAKUNA #AstraZeneca,
21/03/2021 11:45,V is for Vaccine!!! Got my 1st dose ?? #RESBAKUNA #vaccineworks #COVID19Vaccination #AstraZeneca https://t.co/d8de5oYYLD,
26/03/2021 11:25,Vaccines work! Doing my part in making this world a better place...again. #RESBAKUNA #AztraZeneca https://t.co/pWxfZSzoT4,
20/03/2021 14:05,"✅ Sweaty and feeling hot
✅ Malaise

#RESBAKUNA #AstraZeneca",
25/03/2021 16:31,"[ AZ SIDE EFFECTS UPDATE 1 ]

12 hours post vaccination, I had tenderness at the injection site, fatigue and myalgia (from-duty feels), low-grade fever and headache. Pero kayang kaya naman ng Paracetamol. 

#ResBakuna #AstraZeneca #VaccinesWork",
